,GRAPH_IDX,NUM_NODES,LOG_NUM_EDGES,IS_CONNECTED,LOGRATIO_EDGETONODES,DENSITY,LOG_CHROMATIC_NUM,NORM_MIS,GRAPH_ASSORTATIVITY,SPECTRAL_GAP,LOG_LARGESTEIGVAL,LOG_SECONDLARGESTEIGVAL,LOG_SMALLESTEIGVAL,MIN_ECC,MAX_ECC,LOGRATIO_MAXMINECC,GIRTH,LOG_KEMENY_CONSTANT,TRANSITIVITY,CALCULATED_RATIO,percent_cut,percent_positive_lower_triangular,percent_close1_lower_triangular,percent_close3_lower_triangular,expected_costGW_over_sdp_cost,std_costGW_over_sdp_cost
0,graph_0,20,3.58351893845611,1,-1.7193870122113863,0.18947368421052632,1.3862943611198906,0.75,-0.77730384,0.3883980205245974,(0.615073020585297+0j),(0.37939053314542576+0j),(-0.513528426493811+0j),2,2,0.0,3,2.951072972857701,0.2135593220338983,0.96875,0.8910925722732181,0.295,0.9375,0.8275,0.9719341853831358,0.03404767294857002
1,graph_1,20,3.58351893845611,1,-1.7193870122113863,0.18947368421052632,1.3862943611198906,0.75,-0.77730384,0.3883980205245974,(0.615073020585297+0j),(0.37939053314542576+0j),(-0.513528426493811+0j),2,2,0.0,3,2.951072972857701,0.2135593220338983,0.96875,0.8910925722732181,0.295,0.9375,0.8275,0.9745838664427454,0.030801169731493216
2,graph_2,20,3.58351893845611,1,-1.7193870122113863,0.18947368421052632,1.3862943611198906,0.75,-0.77730384,0.3883980205245974,(0.615073020585297+0j),(0.37939053314542576+0j),(-0.513528426493811+0j),2,2,0.0,3,2.951072972857701,0.2135593220338983,0.96875,0.8910925722732181,0.295,0.9375,0.8275,0.9715289400446073,0.03868990230593872
3,graph_3,20,3.58351893845611,1,-1.7193870122113863,0.18947368421052632,1.3862943611198906,0.75,-0.77730384,0.3883980205245974,(0.615073020585297+0j),(0.37939053314542576+0j),(-0.513528426493811+0j),2,2,0.0,3,2.951072972857701,0.2135593220338983,0.96875,0.8910925722732181,0.295,0.9375,0.8275,0.9733369577088115,0.03295804106498193
4,graph_4,20,3.58351893845611,1,-1.7193870122113863,0.18947368421052632,1.3862943611198906,0.75,-0.77730384,0.3883980205245974,(0.615073020585297+0j),(0.37939053314542576+0j),(-0.513528426493811+0j),2,2,0.0,3,2.951072972857701,0.2135593220338983,0.96875,0.8910925722732181,0.295,0.9375,0.8275,0.9709366583959886,0.035342096063434476
5,graph_5,20,3.58351893845611,1,-1.7193870122113863,0.18947368421052632,1.3862943611198906,0.75,-0.77730384,0.3883980205245974,(0.615073020585297+0j),(0.37939053314542576+0j),(-0.513528426493811+0j),2,2,0.0,3,2.951072972857701,0.2135593220338983,0.96875,0.8910925722732181,0.295,0.9375,0.8275,0.9732746122721149,0.031121490652294966
6,graph_6,20,3.58351893845611,1,-1.7193870122113863,0.18947368421052632,1.3862943611198906,0.75,-0.77730384,0.3883980205245974,(0.615073020585297+0j),(0.37939053314542576+0j),(-0.513528426493811+0j),2,2,0.0,3,2.951072972857701,0.2135593220338983,0.96875,0.8910925722732181,0.295,0.9375,0.8275,0.9734304758638566,0.03411199960035664
7,graph_7,20,3.58351893845611,1,-1.7193870122113863,0.18947368421052632,1.3862943611198906,0.75,-0.77730384,0.3883980205245974,(0.615073020585297+0j),(0.37939053314542576+0j),(-0.513528426493811+0j),2,2,0.0,3,2.951072972857701,0.2135593220338983,0.96875,0.8910925722732181,0.295,0.9375,0.8275,0.9720277035381808,0.03410352375349273
8,graph_8,20,3.58351893845611,1,-1.7193870122113863,0.18947368421052632,1.3862943611198906,0.75,-0.77730384,0.3883980205245974,(0.615073020585297+0j),(0.37939053314542576+0j),(-0.513528426493811+0j),2,2,0.0,3,2.951072972857701,0.2135593220338983,0.96875,0.8910925722732181,0.295,0.9375,0.8275,0.9720588762565292,0.036078445569335586
9,graph_9,20,3.58351893845611,1,-1.7193870122113863,0.18947368421052632,1.3862943611198906,0.75,-0.77730384,0.3883980205245974,(0.615073020585297+0j),(0.37939053314542576+0j),(-0.513528426493811+0j),2,2,0.0,3,2.951072972857701,0.2135593220338983,0.96875,0.8910925722732181,0.295,0.9375,0.8275,0.9715289400446073,0.03460654739672324
10,graph_10,20,3.6109179126442243,1,-1.7117702640996613,0.19473684210526315,1.3862943611198906,0.75,-0.78955404,0.39313528955730126,(0.6171374139324294+0j),(0.37876447773908406+0j),(-0.48610975793651406+0j),2,2,0.0,3,2.9482916040568834,0.2129032258064516,0.9696969696969696,0.8940377314558142,0.3075,0.9375,0.855,0.9747457280582675,0.02758196218853125
11,graph_11,20,3.6109179126442243,1,-1.7117702640996613,0.19473684210526315,1.3862943611198906,0.75,-0.78955404,0.39313528955730126,(0.6171374139324294+0j),(0.37876447773908406+0j),(-0.48610975793651406+0j),2,2,0.0,3,2.9482916040568834,0.2129032258064516,0.9696969696969696,0.8940377314558142,0.3075,0.9375,0.855,0.9725993769017071,0.03151892400550922
12,graph_12,20,3.6109179126442243,1,-1.7117702640996613,0.19473684210526315,1.3862943611198906,0.75,-0.78955404,0.39313528955730126,(0.6171374139324294+0j),(0.37876447773908406+0j),(-0.48610975793651406+0j),2,2,0.0,3,2.9482916040568834,0.2129032258064516,0.9696969696969696,0.8940377314558142,0.3075,0.9375,0.855,0.9745038856744296,0.028937580682604207
13,graph_13,20,3.6109179126442243,1,-1.7117702640996613,0.19473684210526315,1.3862943611198906,0.75,-0.78955404,0.39313528955730126,(0.6171374139324294+0j),(0.37876447773908406+0j),(-0.48610975793651406+0j),2,2,0.0,3,2.9482916040568834,0.2129032258064516,0.9696969696969696,0.8940377314558142,0.3075,0.9375,0.855,0.9730830616693826,0.030340121659942987
14,graph_14,20,3.6375861597263857,1,-1.7044119548141836,0.2,1.3862943611198906,0.75,-0.799966,0.39734739243495065,(0.6192418713840143+0j),(0.3785541527301225+0j),(-0.4722877495339166+0j),2,2,0.0,3,2.945648790207746,0.2116564417177914,0.9705882352941176,0.8968305348196156,0.2775,0.9375,0.8175,0.9731639635466698,0.03431731867611449
15,graph_15,20,4.51085950651685,1,-1.4892445602554212,0.4789473684210526,1.9459101490553132,0.5,-0.51172603,0.31327674165491803,(0.5379936532145854+0j),(0.3359654419368246+0j),(-0.3612721107489505+0j),2,2,0.0,3,2.9302899483752336,0.46354733405875953,0.9722222222222222,0.7966138521849538,0.29,0.9175,0.8175,0.9528104186741558,0.05298647638743844
16,graph_16,20,3.713572066704308,1,-1.683738038935588,0.21578947368421053,1.3862943611198906,0.75,-0.81818263,0.4086151062175085,(0.6253574005532451+0j),(0.3786409919807881+0j),(-0.472912998811921+0j),1,2,0.6931471805599453,3,2.938455755857704,0.20526315789473684,0.972972972972973,0.9043773812734692,0.275,0.9375,0.875,0.976146569262588,0.026684081104834133
17,graph_17,20,3.713572066704308,1,-1.683738038935588,0.21578947368421053,1.3862943611198906,0.75,-0.81818263,0.4086151062175085,(0.6253574005532451+0j),(0.3786409919807881+0j),(-0.472912998811921+0j),1,2,0.6931471805599453,3,2.938455755857704,0.20526315789473684,0.972972972972973,0.9043773812734692,0.275,0.9375,0.875,0.976146569262588,0.026299712521113645
