Run Index,Point,Objective Value
3,"[-0.5354871906307999, 3.6668395706879817, -0.6784282593655049, -1.9583110576829492, 2.1667853797809973, 1.1752408540776311, -2.3119746409995834, 0.2289935689187511, 0.9443780269477273, -0.20203740383031316, -0.12371305402489058, -3.356362071981859, -0.40378733566737446, 1.0154110333502027, -0.3128581261511507, -2.3484714217948595, -3.1825183831653603, -1.469733420250911, 0.4515704250135335, -0.13352409112106578, 2.2299526574808097, -3.388904900782966, 0.8945577270762457, 2.5285487048097277, 1.5866032850010254, 0.49003450541839855, -1.2621689477119518, 2.4961830320286293, 1.349978941859067, -0.7305741896835072, 0.04199264848891893, -1.935557015687171, 2.5149313432519893, -0.18678619646023753, -3.3808692473243758, 2.4224775159125542, 1.8003704228537334, -1.5984161959941405, -0.022865111742566002, -0.8662025303507608, 1.093955146163149, -4.237028436604191, 2.7937461195136444, -1.5359700134288068, -2.0651863445590153, 0.9678030244637192, -1.929535125828982, -1.2495750108642356, 1.5244242913882762, -3.044382766040739, -1.2662078733387379, -3.398160313926593, -0.25502430486087235, 0.3104780035374095, -2.166240550186429, -1.136373935549518, 2.7113493101489152, 2.1687233445024705, -0.8912692232982088, 1.329344826602708, -2.0236897518391963, -0.5325333018227241, -1.81789377761495, 0.6409074246655861]",1.582380632145259
3,"[-0.3130049839219049, 2.892656373780543, -1.7251354397694842, -2.5077691840574734, 0.12348368865584952, 0.30028397216447367, -0.4515131706979033, 2.0558572782746456, 0.7917668845201568, -2.0803620432126233, -1.0999445375414603, -1.9667230422389725, -1.603496026497207, -0.08360180484186008, -2.6463812211982765, -1.4214582895874033, -3.7749021743425755, -0.3061900875261412, -1.7659445458157979, 1.6863668390890456, 1.4788900004126633, -2.9729920439282385, 2.975574512141808, -1.5801942730166485, -1.3941683780984222, -0.4977222860507676, 0.10143537897463817, 3.6773383816705874, 1.0787520202405694, 1.5392129762229096, 1.1121941760252412, -2.38304544264412, 2.8278148908095835, -0.0825157428848533, -1.931789948971287, 0.8735788355999807, 2.9980478031891313, -1.9126204407785514, 0.7842685045437663, -0.9594969275353057, 1.872663698065653, -0.06698567080752094, 3.218946391254455, -3.339380983477881, -0.4831190088582435, -3.185791741621429, -2.4462846992572302, 0.721837120082115, 2.7903897384090173, 1.2861505458126716, -0.6538218928047137, -1.1946556981951497, -3.3044763748292807, 0.1881550291964339, -0.6858327223668095, -0.4665308760140291, -0.5815969794447498, 1.9277973188182833, 0.4574861235677277, 1.5242573655727476, 0.35007675809897965, -1.368745484746615, -1.6220040313500703, 3.179267278006094]",1.346976175931582
3,"[0.048101538801895716, 2.54797047235067, -2.281609203828132, 0.07150067273097171, -0.8866917187271763, 2.0060738122739568, -2.2207104880634563, 2.0918562051747305, 1.0970565553320604, -1.811691551016728, 0.9840816891426409, -1.5669866361100517, -0.7453771776180205, 2.8697435064555146, -0.7611070006892707, -2.838952867902461, -2.0753109606429936, -1.6389716089296535, -0.6817600856612904, -0.38286751419147347, 1.771450772869808, -0.2851426733269431, -0.9231497213038284, -0.6416394598955033, 1.9124893258246003, -1.7445413880524412, 1.9132751181271597, 1.9073124295895374, 1.9157059789805686, 1.00016721739948, -1.4812801041788504, -1.9067448390007014, 1.0415649440965884, 0.7290940549758977, -2.0111875235101886, 1.2151532473046125, 2.787803023420319, -0.9294499493135264, 0.39353252409313966, -3.401980727962376, 3.0086447990241427, -3.017592114308614, 3.0651631038731946, -2.0107437823016703, 0.01141748160531153, -0.921410753479387, -1.3849949656146172, -1.257939005759201, 2.066565583500995, -2.7483451083944637, -1.4262281220584756, -3.2977451638918467, -0.9880310570759963, 0.4401648427846627, -2.6593135140175996, 3.2989304221461904, 1.9329599618732056, 2.2820743319734116, 0.7361402596977583, 1.4963296407970397, -0.5314847192932888, -0.9798195114892678, -0.8596183325769036, -0.3934377132730611]",1.2931323283082077
3,"[-1.9082866345107337, 3.555922095658706, -2.551445620272456, 0.8674077693780129, -0.23589831495895894, 1.3563886677216868, -1.140467172346403, 1.2802117873305783, 1.4724889592871375, -0.11767825574323487, -0.342209896523204, -3.2507594469201417, -1.5588243835155384, -0.6121901715166435, -1.4127350996923664, -1.2098754178160438, -2.0871502032696503, 0.5447092503286779, -0.13396187700254236, 0.42554838840497444, 1.846290271287295, -1.9020389379110476, 1.316182769163766, 0.4690944577980791, 1.390717996720226, 0.4552506037466624, 0.7061476718951473, 3.603737769004627, -1.97856307780128, 0.9071124093935963, -1.5065271868140648, -2.362512939718849, -1.7646184077361173, 0.8458676160660342, -2.6061036681092373, -0.0704644066456721, 3.1478775547009707, -1.3515302482237532, 1.6109734988795392, -1.961726130825824, 0.5712019840382938, -2.926260159186935, 2.2828349414258664, -2.8209177030339365, -0.14318116765560673, -3.3558218700171074, -1.9950429867036625, -1.0788778356691697, 0.6383568282422137, -2.072863327779814, -2.7881500380003925, -0.7996735399225815, -0.4312598641428814, 1.3228097739707247, -2.4608088785420503, -2.05281565255601, -0.8973402282485994, 1.5270782613188532, -0.4256394394945382, 1.4109651521305109, -0.36292702468118254, -2.3309786921625375, -2.6439457940938866, 3.4084359627555885]",1.27084601339014
3,"[-1.0656301591600805, 3.583215356306156, -2.45355512547751, -0.894633500368025, -0.8881979574318267, 0.6858802682728324, -2.62492599316496, 2.3949128585509722, 0.33496318574771755, 0.7627238289745695, -0.39445022462925416, -2.5876402382973493, -2.282114735600258, 2.714872567330289, -1.013071606793777, -2.550147499643871, -3.26611299771559, -2.2039669944056546, 1.9885305502470978, 1.0610206447111348, 1.0941428299547469, -3.5185829481597044, 2.7110844168529074, -0.055195779143254686, -1.691442228409015, 1.5240086086788067, 0.14720412386894777, 3.136987885505648, 2.941782608159465, 1.662135200352817, 0.1146372538524345, -2.274711232405029, 2.3159845489546442, 2.012389474574872, -3.4129369484508354, 1.4985767608434137, 2.7420245132354824, -1.9966290591429785, 0.568776607851756, -2.987359458685857, 1.0102627105875965, -1.1768536088780668, 3.1749572875334677, -2.937967815819663, -1.9890913264272954, 0.37680416741756245, -0.6259718293788259, -0.12838204539439263, 0.8375112863110633, -2.835351311743636, -2.562179463763764, -2.1150501204142307, -3.064252854101619, 1.0405768439609424, -3.8189391932072554, 0.23845669630300464, 2.6948365095185407, 1.9209226831365136, 0.27846377553418256, 0.6423330516775234, -1.6272687552947152, 0.22957875387861604, -2.2441827278166233, 1.450538355956074]",1.2662983425414365
3,"[-2.3262396381206623, 3.7079136590878936, -2.662491752063471, -2.8103526617686754, -1.2336300420498487, 0.40688372867783135, 0.08806886726996055, 1.7168789466834757, 0.9992883843042755, 0.14679469690752917, -1.0993002031567172, -2.8796255867192606, -2.1860894330620857, 2.614363967758913, -3.4903628353816716, -3.2961561964359993, -3.6919145969690774, -1.6113098177122216, 2.014240757984634, 2.058618994287671, 2.1808282174352582, -3.1181306589409514, 2.585874814153126, 1.047719187369011, 1.7744851826355479, 2.93866764825318, -0.2552493622520334, 0.8970320164488883, 0.6212640049950627, 1.390212939166872, 1.0137809683008214, -1.4427077861454456, 1.7369270917375632, 0.6874917795674222, -1.7998246911064304, 0.17980618205864263, 3.5341312996548, 0.6149685045025508, -1.0898046511181676, -2.4227157674975293, 0.8092661640856583, -2.072667723204705, 3.10931380748059, -2.368277421732296, -0.47126647083851214, -1.9687339513358046, -2.175159770833363, -1.0200282929937392, 3.4301042653751788, -2.9302106995649453, -2.5701806389482256, -3.7151388857819065, -3.2764920015718584, 1.3766813461952827, -3.9221435492142125, 0.8337983610996116, -0.3551389943721471, 2.210878545074296, 1.8496736756430356, 2.4147070973145426, -1.7344968428131453, -2.3418110774468137, -2.002900401935838, -0.661677460222049]",1.2653061224489797
3,"[-2.7372820414866674, 2.5410753500122696, -0.054905218481506424, 0.8809514974071836, 0.7979918265734417, 2.734460375803347, -0.8099090373987073, -0.3351648098401716, 1.5720123332788831, -1.278301884514513, 0.23836822634934507, -0.19296440796986536, -0.025954195077252606, 0.1627490809530352, -3.5152417820927115, -1.4417542923771536, -2.904463771207867, -1.4969694289929834, -0.033241397541606155, 0.7794272178044408, 0.6022215077652335, -1.315479542274736, 0.197606359264216, 0.32802794801794427, 1.1770214139632535, 2.097202340243651, 0.8248691446564477, 2.5593438617054645, -1.3695452201675118, 1.1575103443313834, -2.3274693029246967, -0.6984273043224625, -0.7532669075960259, 2.2171785892727143, -3.340052202738822, 1.0376337472239294, 3.1642557321387046, -2.5051382360689756, 2.7419140285056933, -3.0367031408678002, 0.18268129262845562, -4.21789250142387, 1.0964795393198383, -1.5432633210974964, 1.7193781265506027, -3.1794517918250067, -2.502047425581273, -2.047821079170869, 1.6622259053382027, -2.600273773719134, -2.288652009370722, -1.7369038450067529, -0.801156869231988, -1.536552067233242, -1.5096566386424617, -1.1694874659937755, -2.1610497224881677, 1.8902203146656589, 0.7437847502744509, 1.6020625454605317, -1.739200304044991, -1.0571777846836354, -1.8641793620367895, 3.523621283833898]",1.2622589531680442
3,"[-0.014315850505972838, 2.3985940964759056, -2.4592081041741887, -0.45189869239901115, 0.34896140517889374, 1.5382651520203838, -2.0471809534709733, 0.6897416750219064, 2.109528905046884, 0.5121665008040819, 1.6603511049892348, -1.4226560226344276, -1.0281942901151992, -1.2549040307880288, -1.7922598842649005, -0.39942466722376735, -3.073520279765093, -2.0830722924736036, -0.3029904586745551, 2.1357498458063833, 1.8582869636068244, -1.4072424294112515, 0.7426061937566337, -1.8723424900515016, 0.4953304808296154, -1.1150377746869105, 1.5151912675104806, 2.9581883825042024, 3.3305464548355515, 2.116163339170504, 1.902657690655175, 0.2628763837942687, 2.8161004131325402, 1.391762044135858, -2.967327051866312, 2.2931643373519375, 3.4709933180877317, -0.5727680464961452, 1.9011191946987513, -1.890009559826947, 3.0015548961605933, -2.260231043947018, 1.6456318397305731, -2.546219460879996, -0.45351239796249615, -1.7242212014140417, -2.5540402375154505, -1.478728480369663, 2.513484723593862, -2.818306628374355, -1.1578569279457351, -3.4786437616522807, 0.9808305471514527, -0.2618429299954022, -2.3086975305083484, 0.26155663776820276, 0.445338641533785, 2.269832849740113, 0.34555810286179617, 1.8027792282606345, -2.2242599741885565, -0.24579323240069284, -0.9963697200551482, 2.5049022849897122]",1.2605321507760532
3,"[-2.0792983231380946, 3.04748794904911, -2.216394630351645, -0.6002894764149029, 0.0733600331086603, 0.5238063314409984, -0.21623428020054036, -1.2061339718669077, 2.371744276246158, 1.6909991339006734, 0.6629509233210744, -2.2932468812808957, -1.6721893621909398, -0.9605646948774527, -3.103091183318554, -2.188896348220462, -2.4589904595877465, -2.131755102650151, 2.1018919976097568, -1.0063917762150503, 2.3527999819201533, -3.4801676068603884, 1.6348020448386529, 2.4644945003069685, -1.524032931398934, -1.3340233965379815, -0.18318953431877782, 3.101440230937129, 3.0609542338292584, 2.208215041156404, -0.7061127536505019, -2.2191434879838723, 1.5856002676383971, 1.882704067970077, -0.8965295459884777, 1.1164481270311466, 2.8465258201055317, 0.27845523412019535, -0.6251347011335227, -3.494407066633428, 0.5460012304765041, -1.5534851888599632, 1.1971705234711303, -2.1293872590989844, -0.7073814176166648, 0.716206612161573, -2.412411471479547, -0.9816695764964647, 3.2022679956935813, -2.2550253823965427, -2.4349943391333957, -2.619913799482246, -1.0589865378084924, 1.3670626216845996, -3.2163168713807995, 0.3894895841856754, 1.5389931233577152, 2.212929807929511, 0.7609270920884111, 1.3629387571830112, -1.4248049800856057, -0.466322749240482, -2.7506883543399776, 0.9321305124075294]",1.252508361204013
3,"[-3.3749219073779275, 3.312236713192953, -0.7407451317567422, -0.4539804623770246, -0.3966937877114691, 0.07736134051049731, -1.9133387414455831, 0.9015990097035456, 0.6848165975127825, 0.3812273747969476, 1.6167206005006487, -2.4664382228638333, 0.5928973545442304, 0.7105639931959693, -1.7876887957150496, -0.17555305261303022, -3.3493622342694973, -2.0890188717143703, 0.8921536888463334, 2.155053531139465, 1.209189016034483, -2.500799171498053, 2.552718167909709, 2.8195123420969486, -0.2917961559862285, -0.6712877161515922, -1.0164027469591932, 3.828467585099336, 3.0913658446182026, 1.082984574158906, -0.1558957177142658, -1.05786015130102, 1.8425475287877977, 1.6035521064576923, -2.8142823891256317, 2.651276089899671, 1.8744303615487727, -0.7168355647437564, 1.5557786525085464, -0.42880917755334136, -0.6154249296540641, -3.8325551473341815, 2.2009754404751694, -2.7321836223220144, 0.5092767600144797, -0.8982414371309229, -1.9489659749282557, -0.6293038480208608, 0.7964251586091529, -3.466271428541479, -0.4165770759577747, -3.0470952327848, -0.26209912143971925, 0.03094538644805611, -2.301202390574211, 1.8212974038941339, 1.3778108182826057, 1.8792491286072672, 0.6023150062874318, 2.126923467789793, -1.0645066900826985, -1.8963819068372616, -1.7309783766726357, 1.7356749517737409]",1.2406706327744728
